nace_r2,sizeclas,indic_lc,currency,geo\time	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 
P,TOTAL,LC_M,NAC,CZ	32005 	31690 	31800 	30433 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,NAC,EE	976 	955 	961 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,NAC,ES	2864 	2912 	2946 	2773 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,NAC,HU	270521 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,NAC,IE	4630 	4568 	4769 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,NAC,LT	2686 	2655 	2802 	2576 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,NAC,LV	486 	486 	546 	606 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,NAC,NL	5192 	5019 	4936 	4683 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,NAC,PT	2314 	2366 	2322 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,NAC,RO	2333 	2451 	2840 	2686 	2079 	1885 	1471 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,NAC,SI	2282 p	2284 p	2269 p	2219 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,NAC,SK	911 	899 	877 	20794 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,NAC,UK	2451 	2431 	2368 	2254 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,PPS,BG	905 	872 	844 	769 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,PPS,CY	4309 	4323 	4252 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,PPS,CZ	1701 	1740 	1718 	1690 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,PPS,EE	1253 	1273 	1254 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,PPS,ES	2947 	3012 	3012 	2913 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,PPS,HU	1505 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,PPS,IE	3980 	3864 	3784 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,PPS,LT	1183 	1211 	1225 	1132 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,PPS,LV	934 	990 	1052 	1153 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,PPS,NL	4799 	4730 	4528 	4467 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,PPS,PT	2658 	2702 	2618 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,PPS,RO	913 	993 	1159 	1161 	978 	928 	745 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,PPS,SI	2659 p	2719 p	2689 p	2695 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,PPS,SK	1259 	1262 	1211 	28793 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P,TOTAL,LC_M,PPS,UK	2769 	2827 	2792 	2773 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,AT	28.30 	28.27 	27.32 	25.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,BE	29.81 	28.77 	27.75 	27.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,BG	3.27 	3.17 	2.99 	2.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,CH	: 	41.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,CZ	9.15 	8.68 	8.25 	8.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,DE	27.90 	27.20 	27.10 	26.10 	25.80 	25.90 	26.00 	26.40 	26.50 	26.30 	26.00 	25.50 	25.00 	24.33 	24.00 	24.07 
P-S,GE10,LC_H,EUR,DK	35.95 	35.72 	34.56 	32.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,EL	: 	: 	14.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,ES	22.70 	22.72 	22.86 	21.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,FI	29.15 	28.31 	27.44 	25.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,FR	30.53 	29.91 	29.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,HR	10.52 p	10.52 p	10.13 p	9.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,HU	5.92 	5.80 	6.31 	7.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,IE	29.15 	29.35 	30.80 	34.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,IT	: 	: 	: 	27.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,LT	5.73 	5.57 	5.75 	5.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,LU	35.54 	34.84 	33.78 	32.79 	32.01 	31.44 	30.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,LV	4.63 	4.61 	5.24 	5.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,MT	: 	: 	10.23 	9.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,NL	33.70 	33.32 	32.24 	31.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,PL	9.14 	8.96 	7.98 	8.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,PT	15.55 	15.53 	14.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,RO	3.59 	3.81 	4.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,SE	31.50 	29.06 	25.48 	27.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,SI	16.89 p	17.10 p	16.75 p	15.99 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,SK	7.28 	7.14 	7.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,EUR,UK	19.50 	19.85 	19.06 	20.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,AT	28.30 	28.27 	27.32 	25.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,BE	29.81 	28.77 	27.75 	27.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,BG	6.39 	6.20 	5.84 	5.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,CH	: 	57.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,CZ	225.03 	219.58 	218.13 	206.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,DE	27.90 	27.20 	27.10 	26.10 	25.80 	25.90 	26.00 	26.40 	26.50 	26.30 	26.00 	25.50 	25.00 	24.50 	24.10 	23.50 
P-S,GE10,LC_H,NAC,DK	267.84 	266.01 	257.36 	239.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,EL	: 	: 	14.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,ES	22.70 	22.72 	22.86 	21.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,FI	29.15 	28.31 	27.44 	25.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,FR	30.53 	29.91 	29.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,HR	76.71 p	76.71 p	74.35 p	71.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,HU	1654.63 	1597.65 	1769.78 	1878.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,IE	29.15 	29.35 	30.80 	34.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,IT	: 	: 	: 	27.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,LT	19.78 	19.22 	19.85 	19.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,LU	35.54 	34.84 	33.78 	32.79 	32.01 	31.44 	30.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,LV	3.27 	3.27 	3.70 	4.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,MT	: 	: 	10.23 	9.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,NL	33.70 	33.32 	32.24 	31.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,PL	37.68 	35.80 	34.53 	29.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,PT	15.55 	15.53 	14.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,RO	15.21 	16.04 	18.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,SE	284.41 	277.12 	270.54 	264.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,SI	16.89 p	17.10 p	16.75 p	15.99 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,SK	7.28 	7.14 	7.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,NAC,UK	16.92 	17.03 	16.98 	16.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,AT	26.60 	26.41 	25.39 	24.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,BE	26.86 	25.79 	24.48 	24.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,BG	6.62 	6.28 	6.01 	5.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,CH	: 	28.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,CZ	11.96 	12.06 	11.78 	11.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,DE	27.04 	26.10 	25.61 	25.21 	25.37 	25.24 	25.15 	25.20 	24.96 	24.66 	24.31 	23.93 	23.30 	22.38 	21.90 	21.08 
P-S,GE10,LC_H,PPS,DK	25.06 	25.06 	23.85 	22.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,EL	: 	: 	15.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,ES	23.36 	23.49 	23.38 	22.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,FI	23.37 	23.04 	21.88 	21.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,FR	27.70 	26.74 	25.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,HR	14.07 p	14.20 p	13.66 p	13.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,HU	9.20 	8.86 	9.83 	10.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,IE	25.06 	24.83 	24.44 	27.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,IT	: 	: 	: 	27.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,LT	8.71 	8.77 	8.68 	8.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,LU	28.90 	29.05 	27.90 	27.91 	27.89 	28.24 	27.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,LV	6.27 	6.65 	7.12 	7.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,MT	: 	: 	12.82 	12.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,NL	31.15 	31.40 	29.57 	29.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,PL	15.41 	14.33 	13.79 	12.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,PT	17.86 	17.74 	16.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,RO	5.95 	6.50 	7.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,SE	24.91 	24.26 	23.66 	24.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,SI	19.68 p	20.36 p	19.85 p	19.42 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,SK	10.06 	10.03 	9.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_H,PPS,UK	19.12 	19.80 	20.02 	20.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,AT	3968 	3892 	3836 	3672 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,BE	3736 	3605 	3477 	3410 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,BG	440 	430 	412 	370 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,CZ	1332 	1265 	1195 	1205 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,DE	3866 	3772 	3760 	3626 	3591 	3601 	3663 	3691 	3650 	3576 	3475 	3484 	3402 	3256 	3215 	3196 
P-S,GE10,LC_M,EUR,DK	4470 	4452 	4346 	4043 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,EL	: 	: 	1915 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,ES	2966 	2972 	2974 	2851 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,FI	3839 	3728 	3614 	3404 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,FR	3706 	3643 	3586 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,HR	1547 p	1547 p	1489 p	1454 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,HU	873 	856 	919 	1104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,IE	4171 	4204 	4508 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,LT	801 	778 	804 	767 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,LU	4801 	4733 	4600 	4438 	4315 	4210 	4060 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,LV	700 	698 	770 	854 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,MT	: 	: 	1494 	1527 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,NL	4297 	4224 	4135 	3976 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,PL	1065 	1049 	922 	1076 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,PT	2084 	2064 	2008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,RO	545 	577 	649 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,SE	4231 	3998 	3506 	3790 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,SI	2294 p	2308 p	2305 p	2191 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,SK	970 	948 	921 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,EUR,UK	2680 	2729 	2628 	2806 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,AT	3968 	3892 	3836 	3672 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,BE	3736 	3605 	3477 	3410 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,BG	860 	841 	806 	723 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,CZ	32764 	31982 	31578 	30053 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,DE	3866 	3772 	3760 	3626 	3591 	3601 	3663 	3691 	3650 	3576 	3475 	3484 	3402 	3278 	3229 	3120 
P-S,GE10,LC_M,NAC,DK	33301 	33156 	32358 	30146 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,EL	: 	: 	1915 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,ES	2966 	2972 	2974 	2851 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,FI	3839 	3728 	3614 	3404 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,FR	3706 	3643 	3586 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,HR	11277 p	11277 p	10929 p	10505 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,HU	243884 	235815 	257746 	277716 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,IE	4171 	4204 	4508 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,LT	2764 	2688 	2776 	2650 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,LU	4801 	4733 	4600 	4438 	4315 	4210 	4060 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,LV	494 	494 	544 	600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,MT	: 	: 	1494 	1527 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,NL	4297 	4224 	4135 	3976 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,PL	4390 	4190 	3992 	3778 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,PT	2084 	2064 	2008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,RO	2309 	2430 	2753 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,SE	38209 	38134 	37229 	36438 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,SI	2294 p	2308 p	2305 p	2191 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,SK	970 	948 	921 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,NAC,UK	2326 	2341 	2341 	2234 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,AT	3730 	3635 	3565 	3482 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,BE	3366 	3232 	3067 	3088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,BG	891 	851 	829 	752 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,CZ	1741 	1756 	1706 	1669 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,DE	3747 	3620 	3553 	3503 	3531 	3509 	3543 	3523 	3438 	3354 	3249 	3270 	3171 	2994 	2934 	2798 
P-S,GE10,LC_M,PPS,DK	3115 	3123 	2998 	2894 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,EL	: 	: 	1984 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,ES	3052 	3074 	3041 	2996 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,FI	3078 	3034 	2881 	2806 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,FR	3363 	3257 	3140 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,HR	2068 p	2087 p	2008 p	1948 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,HU	1357 	1307 	1431 	1593 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,IE	3586 	3556 	3577 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,LT	1217 	1227 	1214 	1164 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,LU	3904 	3947 	3799 	3777 	3760 	3780 	3633 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,LV	949 	1007 	1048 	1142 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,MT	: 	: 	1871 	1975 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,NL	3972 	3981 	3793 	3793 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,PL	1796 	1677 	1594 	1557 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,PT	2394 	2357 	2264 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,RO	903 	985 	1124 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,SE	3347 	3338 	3255 	3347 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,SI	2673 p	2747 p	2732 p	2661 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,SK	1340 	1332 	1272 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,GE10,LC_M,PPS,UK	2628 	2722 	2760 	2748 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,EUR,BG	3.08 	2.98 	2.81 	2.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,EUR,CH	: 	40.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,EUR,CY	19.56 	19.61 	19.35 	24.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P-S,TOTAL,LC_H,EUR,CZ	8.93 	8.48 	8.04 	8.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
